Chromium f8675cbb337440a11bf9afb10ea11bae42bb92cb
WPT 790279663be2b1f314186c1863b7c60a07013f58
WPT a2419b0305a7cc5053a9588fbe336ba8ccb096a3 latency=477.95
WPT b26cdc30f09ed8698d663d10b793cf7638da53ad latency=477.95
WPT 3aeef71bb997b3c28530fc8f778e62a01812f541 latency=477.95
WPT cf5e3c50f97cbc276b7eecdba56310c7ca104d7b latency=477.95
WPT 0cb10e3b36458a25b6193177431c7ae24d157cb8 latency=477.95
WPT 287987c48b1635ffc7f53b04d7e97aff512c1d5e latency=477.95
WPT cd1130c26146cba2513cee1651052b43938177ef latency=477.95
WPT 5ed9c448386dca5af2111ae2150ebbbc694a581d latency=477.95
WPT c4cf86917df6f8efd6f77e1b337accd773b843ec latency=477.95
WPT b4fb2b6696087d19002b92c03fcc5f5f80929ca0 latency=477.95
WPT 34987e30ecbbb43f702afec1a290187b179005c5 latency=477.966666667
WPT faf9eefdce92c7e76114cec5a786da8cf1fe8672 latency=477.966666667
WPT cf6f221472356aeb31ef3f1e86b114c088b46053 latency=477.966666667
WPT 8863d45a786a788994cc9e5ae11739d445ea17c0 latency=477.966666667
WPT 62fd84d33b1d4d9959ccb23fadd9b4200e0ffac3 latency=477.966666667
WPT 0357a28c073a34c4d8dcf7b71f3f32cb18f2d41b latency=477.966666667
WPT f8a368fce5aa66ead31b7613db8b479b219d2edb latency=477.966666667
WPT 6edd21658a9101287771d6cc2ea098c6948bca63 latency=477.966666667
WPT a2ee257fdfde47f8f2ced1c4e0bea6cd8680e9a6 latency=477.966666667
WPT b5eeedeae2adbec341088aabaf79209e6755768c latency=477.966666667
WPT b052cb629f7d5a7f2e7edb375db986565ae1cb78 latency=477.966666667
WPT 54eb8bf66c92d720a8731cdc173b8e6c7651d46f latency=477.966666667
WPT 58a953ac91eac7e57bf02c67fd6ab4c4adc77013 latency=477.966666667
WPT 96adf8a1a0cdeb70280f0a0e1ef840602c0ce8b0 latency=477.966666667
WPT 178901ad623c2fae440225ff49c363c184782b48 latency=477.966666667
WPT 22c2173ff924c99335f47ae535fd897c7d8b6726 latency=477.983333333
WPT f19d01efd0a107f38c2e54f0c97017da9f6847fd latency=598.8
83/199 import 24df7839c6a83a2587cfa87c4eac64451a654e69
84/199 import 87fa4e4586949d7a8e659bfda5f96cf38ed2dacb
WPT 0ebd0bef3b97218bb73568ff548d30428c56bb13 latency=273.966666667
WPT b39276663f92965ea1b2c7c10304f533a65b7e4e latency=321.466666667
85/199 import 8bf1a81323a0d0d2a52316b00555011f163032cc
86/199 import 774b6af82b3171c8e4cc01f33803e2e3b8ad167f
WPT 3102132e0a3be0fd9dcd44f45d2dd320322e8b4e latency=226.366666667
WPT e9ecb14f3de37da3aa3d7fce732e3f5319aa8fc5 latency=329.1
87/199 import 4476402ba884115c91b93cc0e1e10d4f5c3041f7
88/199 import e39ff9b0560ea16f6ca948a827094e42af7e8a37
WPT f65af411d63ec13ee8fe208b4effd730a4a8b7fe latency=384.283333333
WPT ae3f8a9ad5ee2acc68f27fb416e809efb90e5dde latency=402.25
89/199 import c1e584ee3a4fd6ccedb6e986fbf15ac338cefcb9
90/199 import 07b904646f43c19298bfa67862b1f8decea26568
91/199 import 0ceb216c106e62ccfd9eac56e566eef5905bc774
WPT 5d149f011b36c84541186414c783f0ea18d14942 latency=192.8
92/199 import d0ce886d1bceac7bbc3a440254c071c9d6f1cf3c
WPT 736f454583a00ad0d80b927b29a05df7fbda6a51 latency=219.333333333
93/199 import 63a8468bff29d7f15ec6e32814665b44c0ff1d96
WPT 2bbabd7c68563c995a9acfaaa64d115f571a31aa latency=251.683333333
WPT 3fb46f6717fda0687fbc47dad0342a81ccb5625c latency=348.75
94/199 import 07a8b4129c235bf171061472ca683a662fd9b316
WPT 1a3f7f64c078313ce63d6d4cc055ff6eeee09e75 latency=375.1
95/199 import 60b623808db8a5afb571db2b8325c156687c6bcf
WPT cd08181233218d4058da3f87df94f343964d1d2b latency=419.283333333
WPT 8e7cff7435b11141c629a8f76e134721b551725d latency=3198.73333333
96/199 import 2936a120608badb7866b5d9657ec12483089606f
WPT 9f7fbd956a59ced9d41892093b62193d53251ea7 latency=186.266666667
97/199 import 98fcaa585c5b19f54573a1d6918353239ab65004
WPT 192f1e877718901ba9532b2b6cd2d1e3f95e620e latency=245.283333333
WPT 5ee1e1312b3023d03777a4bf99d14f26044b6cd7 latency=539.033333333
WPT 37e98c910940c55f5a9282f77f85c305437dc4d0 latency=1747.31666667
WPT 5592948f4e8e86930d6b3e7ef300dadc0681528a latency=19323.8166667
WPT 7ddf0cc05515a7805ebd2287780a6805785f2a51 latency=21650.3333333
WPT 8a06f81b4037f145e74bf226deba14cbcdd22246 latency=21730.0166667
WPT 7f58d3c5baafc70168d60b612817f38066bb2b3b latency=21730.0166667
98/199 import 3090ab928960b74adef424de687e5e821fa6f63c
WPT a4c37d9dab93c740c65a4e835c8df5056d8c751c latency=364.416666667
WPT f6559de481ce537a3bd047d80169b2e66d099e06 latency=370.416666667
WPT 65880c6c18555e06ad3e2dc48768db3649c68724 latency=480.166666667
WPT c2df86a64552b0f1f33a54c16c07f53991a27fe0 latency=484.75
99/199 import 028a4841d182517ecd142f51ce9ddae709d8de04
WPT c3546f8cffb906de4e3bf58ef3613545884fed52 latency=213.783333333
WPT eb637ddaecadc1d2cd891c5c5437803bd061a822 latency=221.35
WPT c3be629b41f5c0ce660f25a2d891774c144c067f latency=237.466666667
WPT 01f85832342ca2b98a65ca1b0189947c2ae46585 latency=255.666666667
100/199 import 55296da693b2f8e647290553fe9482118ad631a8
WPT d4819d609b16eee51e5d39fa1661455877e31ee9 latency=219.25
WPT 8fe5c098877ff81db72f00d5c5bb52988e312f3f latency=306.633333333
101/199 import 3ecb161aedca1fca2e62b1760b256d1761206cb1
WPT 5e86733297576d35d0bc87ef715490d2459db787 latency=152.616666667
102/199 import 9b1bbfc4c766790654197691f80ddff02375d10c
103/199 import acbbe4f624ae0ecb9ba0a03cb407b829437363ae
WPT 4c32d4b24efe0e6e137323c56b4a0caf2cdc1ae1 latency=425.25
WPT 542142b83496a00aaf29b7e9d7481821faba40f9 latency=535.916666667
104/199 import b17c12386839110febf733ed27a2ac9267a8d733
WPT b803cc3743dfc0b6ba6dbd7bb497326fe220f641 latency=322.883333333
WPT 7b551cc0de8a17d67f216828c9dcab97cc0559fb latency=344.766666667
105/199 import 4a6f65dad4dd6294dc0d5dbd6e9414d829270c94
WPT 0d1742a74dcc07f596b29bde57db2e7043e61244 latency=212.316666667
WPT a5a985cde5000ea41e7d54b3e67527bd1989ddfe latency=229.783333333
WPT 510ce859e470968528099a71853730eff462eb0d latency=244.266666667
WPT a24dde9c8969dab3dd422b25902198faf4963823 latency=248.666666667
WPT 84024bfad8d2e3c3a47d6dec0893d8e95b3c6fa5 latency=494.766666667
WPT dafadf1cdd5097a18ed7b5a13bab2737c7413ab3 latency=637.666666667
WPT 059cd64ba02a05b7eececd59589a363549d2295c latency=737.7
WPT ac658e20ffbc73a053499d0c74d74ecae68c592e latency=963.75
WPT e9b222812fcd298926bc9095acac41b1a2a8c37f latency=1341.25
WPT 06b409ec89a47aaded17def456dc1e08c7904f5b latency=1341.25
WPT 592a69f0bde3039fd8b50c2ab5ea39875ef70c82 latency=1613.03333333
106/199 import d2ff4499de3536721f272d6af5b13b9d7d61a6d6
WPT e2c6cf967cc9d5528ccf85c577d1cf7800ff808e latency=350.866666667
WPT 18fc9f615c1c6766d2fce486cd571e735bb85ef9 latency=351.983333333
WPT 1b359be24c1e88698bd7d6b4096b3de7ac532199 latency=440.35
WPT 522b860fd8652898a1e93235ef14f88c38284b86 latency=443.633333333
107/199 import 7bf1119d9136bffb7c5f44a11e532945494adca4
WPT d13098b466036d098e81250b723df3cd15bd405c latency=243.75
WPT ed609617066227933c03bbf390b819d761c509ac latency=278.65
WPT 9543eaf92974df52d30365e767d27e3df386ee28 latency=352.433333333
108/199 import 79699d4961805d772b478d039c4445f4504575de
WPT 8f30dbe39b329027d64625e7f94e0314e8512a60 latency=215.866666667
WPT 7ba6ec88f73f28d486c88a234fd88b564b5cdd01 latency=229.033333333
WPT 35b8d2f461bc131b6f60f489be22f1b2f88b9c22 latency=275.133333333
WPT 20098a4e98b1379cc6db26c37ea65443f8dd83c3 latency=277.466666667
WPT de6889fd63680b25a8a7d760d77dc1c397ce07ca latency=314.1
WPT ce454b075a6e9d7b8cf1ef0562a1e6b7f69b7be3 latency=337.35
WPT cb663279fbd04f116fa1865996dd8a60f5fe9503 latency=341.683333333
WPT 53cbdcdfd71cd7d63ef71d1d528a717b94999fdb latency=1983.33333333
WPT b749ca84fe5474adb4473c35a3da5788e5b6cfd7 latency=35771.6166667
109/199 import 7b586d595191f2a5247bfe90adf526cbb72048f4
WPT 378b1617899320ee32bc568d6316f018731743bd latency=224.633333333
WPT c98ac0c629c4a741c2289bafdc1f852e2092371b latency=256.7
110/199 import 2e039de5f3b2317c1081b88a2fd935a84c2b3843
111/199 import 431c3f4350a7cdf300a82f268452f6fa991a257e
WPT 4f74ec7edcbe1de57e31e9b0c80620bae934000d latency=315.933333333
WPT 751932b7b82cf952c1b2d55e05488bcdea34c9fd latency=329.833333333
112/199 import 97bc3682e907b66cd9b8819d2e01ab386556aa6a
WPT 10929e12e40bd6532d58b870b6a15c2ae865e14a latency=240.283333333
WPT 73a42e15364d33119a0342c4c3ce1467ad824c14 latency=299.083333333
113/199 import dcfb2c24254c47e139d75a8757e23c9dbf1dafac
WPT a33f41ff053229eff42c83a4ed4479d7a3ab8b57 latency=345.666666667
WPT 513b448f61d584af48a15f3f149befccab8a729e latency=402.35
114/199 import 4f6fa49db22cd55942e1e69e677fef8d0f7c5534
WPT fea20c0972eede1b6d8c0a8986b2f44ca78c3c2d latency=270.116666667
WPT 78fb33159e20a093b4393cfa444a101da2859037 latency=371.133333333
115/199 import bff81dc85505a4e8ca20afbfb33ba1d3970e437b
116/199 import fe7a1527a3612252a851c1b4ee4dce7b8bf439fe
WPT be8b3bbb1017519fa27bd90b8a50bf0b5b33aedf latency=170.55
WPT aa02ad5e2b40bd8caf953ecb539d6d0ed4af4fcd latency=882.883333333
117/199 import 33ebae576fbb4029a42e24dec2eb558730691307
WPT 8c6b6222272d9d51da79d652f7e852f6e25d6cb2 latency=142.35
WPT 27c8ef74f6d5a25152876e10144723a02a1f91f5 latency=147.366666667
WPT 6d1ff7277273ae75d029c7770b1e411c3a43513c latency=177.166666667
118/199 import 975794ee43d7036fb94be988a9f6751db85c7a3a
WPT ae31439eb47a5719e1c09b06630d33adce366c12 latency=384.6
119/199 import 6036523a2c7708dd4d7ac0611fb9a9569e81d227
WPT b6d42d0174fd24bda0802f8a55ee46381092ef80 latency=267.666666667
WPT d86e192588304fb98beaf5a8435442af5e35d480 latency=543.75
WPT 14e2d196628c376c744884578c197b5031413c93 latency=828.65
120/199 import fe0679b635e0138c83b139976e9dcbb3172bf62a
WPT ffc2df8d7de6291a35f004835aa5c888b9d193b7 latency=259.933333333
121/199 import 7d2935ef993ff01e948b885de4ec1a1f476cb292
WPT 45fd8063605c8c9dbb2267389541d31487b4b669 latency=228.766666667
WPT 7c0031f607951fe744dd333bf847b4496676de65 latency=339.75
122/199 import fdc959b8a3dacf3730cc43bd1ed8c01a668c11f9
WPT 7d07a63483dbc01c5815151113f6b002490d81b8 latency=251.016666667
WPT b0e8fa7878c23f8a286c0fc34549a31ea65bcb8d latency=286.416666667
WPT 6a2c8b8de6d19b055190e633ea163e2d7dce6bad latency=324.733333333
WPT ec202581ecaade1d15fb6678e05aafd70d9ce89d latency=414.766666667
WPT 9e37380588a73f62f0dfe6b8878824dda48be607 latency=417.483333333
WPT 85c0895f6297796cb919ab5971eec92ade229000 latency=432.766666667
WPT 6bd65476a511a1bd957f165879ce1fd53ce7e2d2 latency=617.083333333
WPT 5445fa3d5e8a606428cc96dca3f5c524fda86388 latency=11110.9
123/199 import e7d66efe5dd9396bc97569640704f33202edef6e
WPT 52521c10d16d0317bcfbe6d0a7a93b04a5ec6cdd latency=370.05
WPT c45ba9660ed98d9bfd5e4daef3628ba81d5dd802 latency=465.466666667
WPT d3aa66d2053c6f65970e9269fde72e40d2b79562 latency=488.866666667
WPT 7461059a9c055cd1df3565cf3e79b0fc3a65da71 latency=514.9
WPT a03f27e23158d9f2e7d95cebcac63848e9dace0d latency=550.866666667
124/199 import aef5cb1c74d33f2fdecd3c36fa55f6333b44b3df
WPT c3bc351c86f2ef203b030ddec8176b38da65ec99 latency=418.833333333
WPT f7ce1ecf1fae2d6fab85e0e4e20e2e3b883590f2 latency=436.366666667
125/199 import f7b23259616fce2275b98a5d6c786eec7f8d230a
WPT 8d2bbee1b54a76b0118e09ccfd2f3495b197be42 latency=426.916666667
WPT d3d88eca630111eb45fc78ca64725345c24ebd4d latency=463.7
WPT 2f1518dc387d06b4e78876ff251882b284c47b86 latency=467.283333333
WPT 4005a7f3a135d40919e2945949344dd197318b96 latency=477.016666667
WPT 8a37a1c2b84769954b017bc3d1565e3bb6acecb1 latency=527.85
WPT 1c9beaf5c5843e85109de70764dfa6f6123f165e latency=569.85
WPT 628c8e9e6b73f5e6141f32a03729a02d82f735c7 latency=864.2
WPT 70374ce3deb48607198538affb93d252fd0162a7 latency=936.583333333
WPT 1f3894b64950f96b7040811ef7a25d0215be4f1a latency=950.5
WPT 4134ca1f6c3fe5a31b9c30bf8e0c60e9f9f0b910 latency=1207.15
126/199 import e1a632525403fde467852059a414872b8f068fb6
127/199 import 1c1f284d841949925f1bda049cc9a89bbdc2f9c7
WPT 361f3cd873528ceb34f9ee25b8c3c7e5b58b0700 latency=204.233333333
WPT ca15f90a15ff9397e95ca24b7b67494f46c8c788 latency=237.716666667
WPT cb0d85141cfc77578703039251a9c010bdb3473e latency=260.933333333
WPT 57536a77e554f65bbc1173d3e84dbcfb3984e995 latency=342.916666667
WPT 2623f9dc19e06d75a6e5526e1d7467b1800797f8 latency=357.0
WPT 91cbd7def2e171a5d3a2484e8c60712887478ffb latency=925.683333333
WPT 3811eac46cd4cbf4c1d8f24513e8280dfcbdfbe8 latency=1054.93333333
128/199 import faceeeb86778c4ba955b25b9ff0ea072c6e10916
WPT b27b3a5c23ca39821b1d84e61345b5e6d2b8093b latency=852.1
WPT 6ac29fc6694b263cf7571e5def2e38640c96eb8f latency=918.716666667
WPT 4b76eec6488940e75b2857cce03da9c9c81a4df4 latency=933.333333333
WPT 208fa49afa6e6cbd22ef26c9211fb1060f31ef00 latency=1012.8
WPT 7d2699b98e9fd92c8fb0720cfc646fcff5ccd6ba latency=1065.5
WPT 05364f1e35a22b1f7b8f0a1e73d5816d006520b5 latency=1238.48333333
WPT 45966dbae62fea05976737c4b44f69a52fced631 latency=1404.55
WPT 919e091f2e1e73f95e7cf2b737d9eb09df2dd17c latency=1406.86666667
WPT 08a200e4eaff1de7a20c33517bd76ff82e10029b latency=1839.8
WPT 4413c020b66f5599ecf95bf9dd9d573944592eca latency=4450.21666667
129/199 import 870b9f1f8c8a91e19e75f4b5a2b0025841f90982
WPT abfcf2da01e37770b17d0c7c7205eb34c74b57c6 latency=276.166666667
130/199 import 4053cc7b2d2c0b09111eeee2c750a17ad2574b44
WPT 7646c258ee99e51ce03f5a06f8a43394dbbd04c8 latency=223.166666667
WPT 3c01711d2b0dffe60bea034340a83a40dbf17cc1 latency=377.566666667
131/199 import 7ebb0b22564b44757a8b59fd51ec678565913bd0
WPT 258acf0c01f689e9bbe4bceb674787ea85149330 latency=273.666666667
WPT 413b712dc1c2bc0e522bcf67b94f242a8859093c latency=282.283333333
WPT d26cb3de0e16a8553dd9652f0f673080a48a568c latency=331.933333333
WPT f40781e477297eb088d46697174f27fc56671c29 latency=334.783333333
WPT a8da658fb141bd263763763ad8fc064ad03ec1fa latency=373.783333333
WPT fc6ae440d6a863677a22fb364f74c5ffcaf2a1ed latency=406.133333333
WPT 236959b3f9779acd40e7208e7ed8471ca938db15 latency=451.383333333
WPT 6ef5a057616a04b0d48ae21d59845788d1813021 latency=486.916666667
132/199 import e6155ec13276967f56b21c9da9832502f87b9c58
WPT 7e037ff1987f01c454c9ee3de22490aebcff80d1 latency=1073.61666667
133/199 import b8a89ea3b367ee6e6bcf60d2fb97ec13d76b253a
WPT 87427523dc6baf2fb06dd8ea33c1b72e7d2fc831 latency=2381.61666667
WPT cdf85bc2f70837ab4e1db84b148fbc5ea1b73a8d latency=3921.36666667
WPT f8b55c7290b560350381e764eeaba505c952c597 latency=18815.0333333
WPT aa8fea9126839ad78ced365dfcc087a0903eecab latency=18815.05
WPT 46a649c5370fa9b116e1bb602aa94e73b5198360 latency=18815.05
WPT d166bc06963e8ecccc1b8bae3971129336d085db latency=18815.05
WPT 5625490bcd420e4bcf60d1c9ff6e13f7cf14992b latency=18815.05
134/199 import 2c67d77f663ef1cc5e4b0bbd6d7c22955996e6e3
WPT ba3acf2cf5dece8a48fbea7ff543ce5be0f02817 latency=312.183333333
135/199 import 4937a9e46b7f22bcaa6f90f720f74a9e95796669
WPT 69be25066757c2206492f46a991264bf344f0029 latency=195.65
WPT 4dbfc1265ab183cd4981ce538422cd4988ad7b45 latency=348.166666667
136/199 import 1ed6d722c7ffd70ab18c597804cbc2763eac04ea
WPT a16738c524a65946b0ff7df6be37ae076ff5e860 latency=395.283333333
WPT 4fc75f4788bec861a0b86d94b7c25595c6d5fbab latency=440.95
WPT 866e2d1c1f6db25484a98d4510a5941c6c105b47 latency=516.15
WPT c9c39eb0bac567dcc21cefaec624b70cb68396a0 latency=745.916666667
WPT 0b8440f4525d2afe685c9400be43a2ae5c5bedfe latency=745.933333333
WPT 4477a743183727cb4ead348bac7eba13bf51db19 latency=745.933333333
137/199 import 0f5921d024b54f93320aed2e40dd2f20d005a387
WPT 0923cbd5008a562f63136897ecffe0863601ac4a latency=417.916666667
WPT fc95a12a1263d554f390eeeadf3f2e0f1f6c52d1 latency=444.4
WPT 7ad425f631a6aef1ea4712aaec419c224d359936 latency=1964.88333333
138/199 import cd65b842586a2a688c82d25704a18466bb878852
WPT 53b717984080f9708179247f06df3c47c3b621b6 latency=278.85
WPT 4807cdef647737870db1ea0cda43ae70e7a51ed1 latency=286.916666667
WPT e9cfceed91c0c3e20177473ad945d6bf6b78e065 latency=304.15
WPT 6f42bd52ab2994fd2121319f9f72bf887b178f79 latency=313.0
WPT d98f5d00727ac1730b07fd8548cf25bb3b72b195 latency=463.35
139/199 import 679c277a5067c60694f8ccf6b8c4c22c1d9b0f47
WPT 44aca332f60f2ccbb60f10e77f05fb0a193ef637 latency=455.133333333
WPT 48b2e4475566211406688cc3cb4c8ac54770ae11 latency=647.333333333
WPT b8b9886e811b20268e9067938d99ba1fc4a827bd latency=657.516666667
WPT 994ef2af5cdc08b76c15155ad6d79811b85b7274 latency=854.466666667
WPT ce8b2ae960f86ed010153f1b60907b161d35b6bf latency=863.9
WPT 7abe12a95a33cf1906182c1e56da37a32effce3f latency=1141.85
WPT 44b901cc706b149b25ef21a46f006d617eab03d9 latency=1142.1
WPT 0d311189506d0268f62198fde499a7a32fc58c87 latency=1142.58333333
WPT 061cee87bdad5cea43ad01582a24af6e2e3c23d0 latency=1142.85
WPT 78d6035690460a28b554ba0516b20dd950cdb483 latency=1143.08333333
WPT 8c4d17bc58e053fe3e840e64c830c4cc26b2b7f8 latency=1143.66666667
WPT d3dca37df3c3cded7995fc022df961056dd48cfb latency=1143.95
WPT 7742ce5d6d9430399a3380e15169be049dc4d1ad latency=1144.18333333
WPT 256cb06a88a3f73c8e0c001fd9b4057fb98bea75 latency=1144.65
WPT e9f5c09f7a670de07788c035f3701e4cc7e9e987 latency=1144.91666667
WPT 5222cdeb4af3a387ec74eeafeee2fd7db9864d85 latency=1145.16666667
WPT af466847c57e9f0e2881c7c909fbaacff2ecd9d2 latency=1145.78333333
WPT 854e2d95ce024e9c6096d8541119ceb7f2ec09b6 latency=1146.03333333
WPT 2cbc8ab64773961fd3194ed6e6a4331dc2a97ca2 latency=1146.51666667
WPT 0d43a0de81c3de67acc32dbc1c6748d10f91016c latency=1146.78333333
WPT 5fa4dabc2c364110d1ac1e7923477e49583239fa latency=1147.05
WPT 7652dc8f7b28522b55c4cf0d5c1d9864d7e19f47 latency=1147.53333333
WPT c5deac27e51332585be4d67c1f66a923f30a4c99 latency=1147.76666667
WPT f65302deead81f0a1b034c9efb407954eba1068d latency=1148.01666667
WPT 6d536b88e3ffe1a68cfae584b37872ecba30d754 latency=1148.58333333
WPT 9f9b9302c3e4b43333a6448194b0a0ed2579cfa8 latency=1148.88333333
WPT e4155fbb48231708d982a1b77e15cadd6fed8ca7 latency=1149.11666667
WPT ccc7f0d943cf0aa48e8fc1ae1cfd38960da974cb latency=1149.58333333
WPT 4bea7d89b75302918ae2f1d8a76de3dc74cdbd7f latency=1149.85
WPT 6ffcc7fb40db8a9d2660d2f29c2ceec3fa1fa4ef latency=1150.11666667
WPT 150d76049daa1d0e5f7ac3815cbf9266600be28a latency=1150.56666667
WPT baaffaf9bef8bbe1d9adad53acdbd7389d40cb0e latency=1150.85
WPT 9657f29682d173f798ba854f7b0e8cffec10d2c6 latency=1151.1
WPT cf9a084cd8eb983c8c798b79ca5b893b9a2663fe latency=1151.55
WPT 6af92ab585117ff04a0cdadd05f3d71c503cfab1 latency=1151.8
WPT f939bacb3d9e76f27745bf8d30b03121053dad6f latency=1152.05
WPT 397c98b3cf3a166e42242efd70badf30077d259c latency=1152.61666667
WPT 3d3332192a2ec87483bb78f3bde8b93dd7c45af1 latency=1152.86666667
WPT b59a1aa431be30d3c3cb14af741eb40c047a498c latency=1153.1
WPT 0fc89f6d48f43b724cdbaeda83b11d43c68ab3e0 latency=1153.35
WPT e7d2a64a170f6b019a58b9e203b084a24d0c6730 latency=1153.58333333
WPT 19fde292a7c3aafd7b95033e635d3037e0bf7831 latency=1153.86666667
WPT 7392e7a3877666b3811cb22c50959661bb3f9506 latency=1154.13333333
WPT 2fb5e183028c3fdd6c3ef5d5c9d60bf091f28be8 latency=1154.35
WPT a5f1d78475f8277a447f224a47c3f5c3594647a4 latency=1154.58333333
WPT bfee66896f7ffda1bbe5745580bd872a8a424595 latency=1154.86666667
WPT 12dd602c7b478057bfd70e4243eea395cc1d1876 latency=1155.26666667
WPT 11ee407c338e9e8d5d00579701e8f87d24670b53 latency=1155.26666667
WPT 63e2635cab1e9dbb566855c48302aded61980892 latency=1155.26666667
WPT d4c2032ef16a58210fe6b477d919691f4d31fd0a latency=1155.26666667
WPT cfdededa8984b829cd8ee6a667e01264ae1f97c2 latency=1155.28333333
WPT 796c10c3c32ffb22c5a3e4202f2386448af26a51 latency=1155.28333333
WPT 62367310b42fc29e8290c9eda6e5119a9d455974 latency=1155.28333333
WPT 6f5ee5394fb237b1b0c865c287e7653434feaf21 latency=1155.28333333
WPT 0c870a99a1c06770771669a269cbc23f5a8227a6 latency=1155.28333333
WPT 3ee48c00d6b7bba547d8001d77c0cd3907e5a5a6 latency=1155.28333333
WPT 59e4abd71fda8b433605de95e37cfa660833ef6e latency=1155.28333333
WPT 67fd9617b4f6feaf2bce28bc32b17a29d56b5403 latency=1155.28333333
WPT 971140cf10afb80fdf517c19084c6b3f14d0293d latency=1155.28333333
WPT 2ec50c79332bbb1b1bfe86fb19bb8f0bdeef0abb latency=1155.28333333
WPT a672e2f880996e2ab22853a9d33602f04fc72c30 latency=1155.28333333
WPT d816c0ce009578cc8046a7a98d15061fe6bb3c60 latency=1155.28333333
WPT 35f6027e38b0feee7d300b343da00376e11e506b latency=1155.3
WPT 61ed2ef9a70a06c3480aea17933910d2cf764822 latency=1155.3
WPT cf1430acd5ee99edf2c259f3044cacdfebe5052d latency=1155.3
WPT 07a03d5bcc8beef46eae3cec26cbece5263e4166 latency=1156.93333333
WPT 073f77f0ad8c5859b635bcb8b484a001594f75de latency=1156.93333333
WPT 50da72aad66a06cde2367170ea1caf3885a34d0b latency=1156.93333333
WPT 8b910c278c649c71b1ad0e3650f2e1cbe0f80059 latency=1156.93333333
WPT 483422634aca28f9fc1c032cd598f672f690513d latency=1156.93333333
WPT 637117fa5ed9a9d44832b99cd970e8726f9a1b23 latency=1156.93333333
WPT 564480333afbb1c87688be4c3380be68dbc277db latency=1156.93333333
WPT bf00dac63b245a6225cf8acc2019a9820faa87cc latency=1156.93333333
WPT 654d3e6b80609add35745c342e4d61b6e690ba59 latency=1156.93333333
WPT 5e0b12043dff61c65ce8a3ee7c4e640d8f2aeb2b latency=1156.93333333
WPT fff03012dc7ce65841b307cade5b195211604ade latency=1156.93333333
WPT f75cde25c6226057f86e1d1cc93438586c1f128f latency=1156.93333333
WPT c04a5dbcca57748ce7b3c3bda4a6e8e620b8d85f latency=1156.93333333
WPT e8d533c159c3ebad464e39378b70cff90f9281eb latency=1156.95
WPT 9c0a4b5434db0077f37837c6fd94aa72705ddba5 latency=1156.95
WPT 2141e7a47a677925d58ebc513bb0c7bbf31759fb latency=1156.95
WPT bc06911018e0467b474e818ea04d5bc0c65afdca latency=1156.95
WPT 1ef4ab4582443cf03c4e312c9ddb346f8cc03e3f latency=1156.95
WPT e39e12f316cc290a6562fc3130583452f6104794 latency=1156.95
WPT 45a472bd0fc6b8b0f05142075e1c502ad6bd8fe3 latency=1156.95
WPT a7fd4dcd110f2bf1733e645cf245947a01820df3 latency=1156.96666667
WPT bb6e2867ddacf508d33f08ea30a66c53179717ca latency=1156.96666667
WPT e77d4ff2ee3dbb16e1d25d3899d0e5d0cb2d96bc latency=1242.55
WPT adb61760aea5ef94ecf5a2ee99349572b601fb0e latency=1246.76666667
WPT ef78145e28411b02a6a740555a1779c608a46845 latency=1258.4
WPT 27838c0248a1772d4bf6c1f378be63e25f700184 latency=1293.95
WPT ab95ecec0931cd4587dcf75021d8bb1895103120 latency=1420.63333333
WPT 4e7404d96051d838dbc1a39e54b9336d60e851c5 latency=1486.23333333
WPT fa8c8884623128e931f77a0da53bd097b9a3a798 latency=19825.5666667
WPT ac6d94035d577a9b5ddcefbc7e4439938739eab6 latency=21394.4166667
140/199 import 1310a4ef9fe6c89f5d80a9b597358192fdafe3de
WPT 8c6e6f2559f5ca6298ae8616c5559c3dae9ac559 latency=360.783333333
141/199 import 85af458138b26a2a67a02991bc3c425ec586fbf0
WPT e6d8700d8236e3c619b35a2c22a13033a6c7d76f latency=258.416666667
WPT 006e702748c01d1d5ff26b0dbfd4ccfe9b4ec222 latency=263.4
WPT 45542f26fb392d1d691cdd36794a48d705be34a8 latency=277.35
WPT b3b9c1e8dab4cc119eafcdf90836f1345e177b78 latency=289.366666667
WPT bef4a9d367194a2668f8c00374fcc34908377ea4 latency=297.35
WPT 5c3210ca1ec7ed0492c10358bbffb32f7b1cf8f5 latency=307.133333333
WPT 4b1563d80ccc7d6b4bc45f946fb5335e5c8e2a92 latency=398.4
WPT 7d7a1885d6930a2c1081bf15f53d53405d62ccd7 latency=440.016666667
WPT 4d4ae4b3ae0fcdbb852c5da3331e4de6becfdf43 latency=461.0
WPT 052112c5499cf950b2a8b000ab2d6ad32e373906 latency=469.9
WPT 6cb9707d3968b1f3b0ff57c050d45c1c8a4fc824 latency=585.8
WPT 24ab44c2ff0720a75444a59cafb446b0696d51ec latency=747.316666667
142/199 import 95c1a37ff7411ccfbc3db812429732e04a5ebf8c
WPT 8220acd1b0323f0fc8eaa2ea0fa64c8092e4c34a latency=337.433333333
WPT 006d77c8eba0b5f028b0a68a124990947aa09b28 latency=1053.63333333
WPT 2989c5b03c0dfc0a7570c44086f1e83e50b2ce6b latency=1238.95
WPT 467fba65a1e2e24cd4b9fea58e02ebf1a3699b47 latency=1247.43333333
WPT 19450861f24a9ea64c091b793dd59961f06a1ae0 latency=1287.75
